Subject,Predicate,Object
<https://github.com/traitecoevo/APD/0000140>,<http://www.w3.org/2004/02/skos/core#exactMatch>,'Litter sodium content per litter dry mass [TOP594] (https://top-thesaurus.org/index)'^^[xsd:string]
<https://github.com/traitecoevo/APD/0000140>,<http://www.w3.org/2004/02/skos/core#exactMatch>,'Litter sodium (Na) content per litter dry mass [TRY:1004] (https://www.try-db.org/de/de.php)'^^[xsd:string]
<https://github.com/traitecoevo/APD/0000142>,<http://www.w3.org/2004/02/skos/core#altLabel>,'leaf_senesced_Ni_per_dry_mass'^^[xsd:string]
<https://github.com/traitecoevo/APD/0000142>,<http://www.w3.org/2000/01/rdf-schema#label>,'Senesced leaf nickel (Ni) content per unit leaf dry mass'^^[xsd:string]
<https://github.com/traitecoevo/APD/0000142>,<http://purl.org/dc/terms/description>,'The ratio [PATO:0001470] of the mass [PATO:0000125] of nickel [CHEBI:28112] in a senescent [PATO:0001487] leaf [PO:0025034] (leaf litter [ENVO:01000628]) to the senescent leaf dry mass [TO:0001014].'@en
<https://github.com/traitecoevo/APD/0000142>,<http://www.w3.org/2000/01/rdf-schema#comment>,"'Includes measurements on leaf analogs, including cladodes and phylloclades.'@en"
<https://github.com/traitecoevo/APD/0000142>,<http://www.w3.org/2004/02/skos/core#inScheme>,'https://github.com/traitecoevo/APD'^^[xsd:string]
<https://github.com/traitecoevo/APD/0000142>,<http://terminologies.gfbio.org/terms/ETS/valueType>,<http://purl.obolibrary.org/obo/STATO_0000251>
<https://github.com/traitecoevo/APD/0000142>,<http://terminologies.gfbio.org/terms/ETS/minAllowedValue>,'10'^^[xsd:double]
<https://github.com/traitecoevo/APD/0000142>,<http://terminologies.gfbio.org/terms/ETS/maxAllowedValue>,'1e+05'^^[xsd:double]
<https://github.com/traitecoevo/APD/0000142>,<http://terminologies.gfbio.org/terms/ETS/expectedUnit>,'mg/kg'^^[xsd:string]
<https://github.com/traitecoevo/APD/0000142>,<https://w3id.org/uom/UCUM_code>,'mg/kg'^^[xsd:string]
<https://github.com/traitecoevo/APD/0000142>,<http://terminologies.gfbio.org/terms/ETS/expectedUnit>,<https://w3id.org/uom/mg.kg-1>
<https://github.com/traitecoevo/APD/0000142>,<http://www.w3.org/2004/02/skos/core#broader>,<https://github.com/traitecoevo/APD/0000108>
<https://github.com/traitecoevo/APD/0000142>,<http://purl.org/dc/terms/created>,'14/07/2021'^^[xsd:date]
<https://github.com/traitecoevo/APD/0000142>,<http://www.w3.org/2004/02/skos/core#changeNote>,'senesced_leaf_Ni_per_dry_mass'^^[xsd:string]
<https://github.com/traitecoevo/APD/0000142>,<https://w3id.org/iadopt/ont/hasContextObject>,<http://purl.obolibrary.org/obo/PO_0025034>
<https://github.com/traitecoevo/APD/0000142>,<http://ecoinformatics.org/oboe/oboe.1.2/oboe-core.owl#MeasuredCharacteristic>,<http://purl.obolibrary.org/obo/PATO_0000125>
<https://github.com/traitecoevo/APD/0000142>,<http://ecoinformatics.org/oboe/oboe.1.2/oboe-core.owl#MeasuredCharacteristic>,<http://purl.dataone.org/odo/ECSO_00000619>
<https://github.com/traitecoevo/APD/0000142>,<http://ecoinformatics.org/oboe/oboe.1.2/oboe-core.owl#MeasuredCharacteristic>,<http://purl.obolibrary.org/obo/PATO_0001470>
<https://github.com/traitecoevo/APD/0000142>,<http://semanticscience.org/resource/SIO_000147>,<http://purl.obolibrary.org/obo/CHEBI_28112>
<https://github.com/traitecoevo/APD/0000142>,<http://semanticscience.org/resource/SIO_000147>,<http://purl.obolibrary.org/obo/PATO_0001487>
<https://github.com/traitecoevo/APD/0000142>,<http://semanticscience.org/resource/SIO_000147>,<http://purl.obolibrary.org/obo/ENVO_01000628>
<https://github.com/traitecoevo/APD/0000144>,<http://www.w3.org/2004/02/skos/core#altLabel>,'leaf_senesced_P_per_dry_mass'^^[xsd:string]
<https://github.com/traitecoevo/APD/0000144>,<http://www.w3.org/2000/01/rdf-schema#label>,'Senesced leaf phosphorus (P) content per unit leaf dry mass'^^[xsd:string]
<https://github.com/traitecoevo/APD/0000144>,<http://purl.org/dc/terms/description>,'The ratio [PATO:0001470] of the mass [PATO:0000125] of phosphorus [CHEBI:28659] in a senescent [PATO:0001487] leaf [PO:0025034] (leaf litter [ENVO:01000628]) to the senescent leaf dry mass [TO:0001014].'@en
<https://github.com/traitecoevo/APD/0000144>,<http://www.w3.org/2000/01/rdf-schema#comment>,"'Includes measurements on leaf analogs, including cladodes and phylloclades.'@en"
<https://github.com/traitecoevo/APD/0000144>,<http://www.w3.org/2004/02/skos/core#inScheme>,'https://github.com/traitecoevo/APD'^^[xsd:string]
<https://github.com/traitecoevo/APD/0000144>,<http://terminologies.gfbio.org/terms/ETS/valueType>,<http://purl.obolibrary.org/obo/STATO_0000251>
<https://github.com/traitecoevo/APD/0000144>,<http://terminologies.gfbio.org/terms/ETS/minAllowedValue>,'0.005'^^[xsd:double]
<https://github.com/traitecoevo/APD/0000144>,<http://terminologies.gfbio.org/terms/ETS/maxAllowedValue>,'15'^^[xsd:double]
<https://github.com/traitecoevo/APD/0000144>,<http://terminologies.gfbio.org/terms/ETS/expectedUnit>,'mg/g'^^[xsd:string]
<https://github.com/traitecoevo/APD/0000144>,<https://w3id.org/uom/UCUM_code>,'mg/g'^^[xsd:string]
<https://github.com/traitecoevo/APD/0000144>,<http://terminologies.gfbio.org/terms/ETS/expectedUnit>,<https://w3id.org/uom/mg.g-1>
<https://github.com/traitecoevo/APD/0000144>,<http://www.w3.org/2004/02/skos/core#broader>,<https://github.com/traitecoevo/APD/0000108>
<https://github.com/traitecoevo/APD/0000144>,<http://purl.org/dc/terms/created>,'14/07/2021'^^[xsd:date]
<https://github.com/traitecoevo/APD/0000144>,<http://www.w3.org/2004/02/skos/core#changeNote>,'senesced_leaf_P_per_dry_mass'^^[xsd:string]
<https://github.com/traitecoevo/APD/0000144>,<https://w3id.org/iadopt/ont/hasContextObject>,<http://purl.obolibrary.org/obo/PO_0025034>
<https://github.com/traitecoevo/APD/0000144>,<http://ecoinformatics.org/oboe/oboe.1.2/oboe-core.owl#MeasuredCharacteristic>,<http://purl.obolibrary.org/obo/PATO_0000125>
<https://github.com/traitecoevo/APD/0000144>,<http://ecoinformatics.org/oboe/oboe.1.2/oboe-core.owl#MeasuredCharacteristic>,<http://purl.dataone.org/odo/ECSO_00000619>
<https://github.com/traitecoevo/APD/0000144>,<http://ecoinformatics.org/oboe/oboe.1.2/oboe-core.owl#MeasuredCharacteristic>,<http://purl.obolibrary.org/obo/PATO_0001470>
<https://github.com/traitecoevo/APD/0000144>,<http://semanticscience.org/resource/SIO_000147>,<http://purl.obolibrary.org/obo/CHEBI_28659>
<https://github.com/traitecoevo/APD/0000144>,<http://semanticscience.org/resource/SIO_000147>,<http://purl.obolibrary.org/obo/PATO_0001487>
<https://github.com/traitecoevo/APD/0000144>,<http://semanticscience.org/resource/SIO_000147>,<http://purl.obolibrary.org/obo/CHEBI_33937>
<https://github.com/traitecoevo/APD/0000144>,<http://semanticscience.org/resource/SIO_000147>,<http://purl.obolibrary.org/obo/ENVO_01000628>
<https://github.com/traitecoevo/APD/0000144>,<http://www.w3.org/2004/02/skos/core#exactMatch>,'Litter phosphorus content per litter dry mass [TOP597] (https://top-thesaurus.org/index)'^^[xsd:string]
<https://github.com/traitecoevo/APD/0000144>,<http://www.w3.org/2004/02/skos/core#exactMatch>,'Litter (leaf) phosphorus (P) content per leaf litter dry mass [TRY:957] (https://www.try-db.org/de/de.php)'^^[xsd:string]
<https://github.com/traitecoevo/APD/0000146>,<http://www.w3.org/2004/02/skos/core#altLabel>,'leaf_senesced_S_per_dry_mass'^^[xsd:string]
<https://github.com/traitecoevo/APD/0000146>,<http://www.w3.org/2000/01/rdf-schema#label>,'Senesced leaf sulphur (S) content per unit leaf dry mass'^^[xsd:string]
<https://github.com/traitecoevo/APD/0000146>,<http://purl.org/dc/terms/description>,'The ratio [PATO:0001470] of the mass [PATO:0000125] of sulphur [CHEBI:26833] in a senescent [PATO:0001487] leaf [PO:0025034] (leaf litter [ENVO:01000628]) to the senescent leaf dry mass [TO:0001014].'@en
<https://github.com/traitecoevo/APD/0000146>,<http://www.w3.org/2000/01/rdf-schema#comment>,"'Includes measurements on leaf analogs, including cladodes and phylloclades.'@en"
<https://github.com/traitecoevo/APD/0000146>,<http://www.w3.org/2004/02/skos/core#inScheme>,'https://github.com/traitecoevo/APD'^^[xsd:string]
<https://github.com/traitecoevo/APD/0000146>,<http://terminologies.gfbio.org/terms/ETS/valueType>,<http://purl.obolibrary.org/obo/STATO_0000251>
<https://github.com/traitecoevo/APD/0000146>,<http://terminologies.gfbio.org/terms/ETS/minAllowedValue>,'100'^^[xsd:double]
<https://github.com/traitecoevo/APD/0000146>,<http://terminologies.gfbio.org/terms/ETS/maxAllowedValue>,'50000'^^[xsd:double]
<https://github.com/traitecoevo/APD/0000146>,<http://terminologies.gfbio.org/terms/ETS/expectedUnit>,'mg/kg'^^[xsd:string]
<https://github.com/traitecoevo/APD/0000146>,<https://w3id.org/uom/UCUM_code>,'mg/kg'^^[xsd:string]
<https://github.com/traitecoevo/APD/0000146>,<http://terminologies.gfbio.org/terms/ETS/expectedUnit>,<https://w3id.org/uom/mg.kg-1>
<https://github.com/traitecoevo/APD/0000146>,<http://www.w3.org/2004/02/skos/core#broader>,<https://github.com/traitecoevo/APD/0000108>
<https://github.com/traitecoevo/APD/0000146>,<http://purl.org/dc/terms/created>,'14/07/2021'^^[xsd:date]
<https://github.com/traitecoevo/APD/0000146>,<http://www.w3.org/2004/02/skos/core#changeNote>,'senesced_leaf_S_per_dry_mass'^^[xsd:string]
<https://github.com/traitecoevo/APD/0000146>,<https://w3id.org/iadopt/ont/hasContextObject>,<http://purl.obolibrary.org/obo/PO_0025034>
<https://github.com/traitecoevo/APD/0000146>,<http://ecoinformatics.org/oboe/oboe.1.2/oboe-core.owl#MeasuredCharacteristic>,<http://purl.obolibrary.org/obo/PATO_0000125>
<https://github.com/traitecoevo/APD/0000146>,<http://ecoinformatics.org/oboe/oboe.1.2/oboe-core.owl#MeasuredCharacteristic>,<http://purl.dataone.org/odo/ECSO_00000619>
<https://github.com/traitecoevo/APD/0000146>,<http://ecoinformatics.org/oboe/oboe.1.2/oboe-core.owl#MeasuredCharacteristic>,<http://purl.obolibrary.org/obo/PATO_0001470>
<https://github.com/traitecoevo/APD/0000146>,<http://semanticscience.org/resource/SIO_000147>,<http://purl.obolibrary.org/obo/CHEBI_26833>
<https://github.com/traitecoevo/APD/0000146>,<http://semanticscience.org/resource/SIO_000147>,<http://purl.obolibrary.org/obo/PATO_0001487>
<https://github.com/traitecoevo/APD/0000146>,<http://semanticscience.org/resource/SIO_000147>,<http://purl.obolibrary.org/obo/CHEBI_27027>
<https://github.com/traitecoevo/APD/0000146>,<http://semanticscience.org/resource/SIO_000147>,<http://purl.obolibrary.org/obo/ENVO_01000628>
<https://github.com/traitecoevo/APD/0000146>,<http://www.w3.org/2004/02/skos/core#exactMatch>,'Litter sulfur content per litter dry mass [TOP600] (https://top-thesaurus.org/index)'^^[xsd:string]
<https://github.com/traitecoevo/APD/0000146>,<http://www.w3.org/2004/02/skos/core#exactMatch>,'Litter (leaf) sulfur (S) content per leaf litter dry mass [TRY:961] (https://www.try-db.org/de/de.php)'^^[xsd:string]
<https://github.com/traitecoevo/APD/0000152>,<http://www.w3.org/2004/02/skos/core#altLabel>,'leaf_senesced_Zn_per_dry_mass'^^[xsd:string]
<https://github.com/traitecoevo/APD/0000152>,<http://www.w3.org/2000/01/rdf-schema#label>,'Senesced leaf zinc (Zn) content per unit leaf dry mass'^^[xsd:string]
<https://github.com/traitecoevo/APD/0000152>,<http://purl.org/dc/terms/description>,'The ratio [PATO:0001470] of the mass [PATO:0000125] of zinc [CHEBI:27363] in a senescent [PATO:0001487] leaf [PO:0025034] (leaf litter [ENVO:01000628]) to the senescent leaf dry mass [TO:0001014].'@en
<https://github.com/traitecoevo/APD/0000152>,<http://www.w3.org/2000/01/rdf-schema#comment>,"'Includes measurements on leaf analogs, including cladodes and phylloclades.'@en"
<https://github.com/traitecoevo/APD/0000152>,<http://www.w3.org/2004/02/skos/core#inScheme>,'https://github.com/traitecoevo/APD'^^[xsd:string]
<https://github.com/traitecoevo/APD/0000152>,<http://terminologies.gfbio.org/terms/ETS/valueType>,<http://purl.obolibrary.org/obo/STATO_0000251>
<https://github.com/traitecoevo/APD/0000152>,<http://terminologies.gfbio.org/terms/ETS/minAllowedValue>,'0'^^[xsd:double]
<https://github.com/traitecoevo/APD/0000152>,<http://terminologies.gfbio.org/terms/ETS/maxAllowedValue>,'100'^^[xsd:double]
<https://github.com/traitecoevo/APD/0000152>,<http://terminologies.gfbio.org/terms/ETS/expectedUnit>,'mg/kg'^^[xsd:string]
<https://github.com/traitecoevo/APD/0000152>,<https://w3id.org/uom/UCUM_code>,'mg/kg'^^[xsd:string]
<https://github.com/traitecoevo/APD/0000152>,<http://terminologies.gfbio.org/terms/ETS/expectedUnit>,<https://w3id.org/uom/mg.kg-1>
<https://github.com/traitecoevo/APD/0000152>,<http://www.w3.org/2004/02/skos/core#broader>,<https://github.com/traitecoevo/APD/0000108>
<https://github.com/traitecoevo/APD/0000152>,<http://purl.org/dc/terms/created>,'14/07/2021'^^[xsd:date]
<https://github.com/traitecoevo/APD/0000152>,<http://www.w3.org/2004/02/skos/core#changeNote>,'senesced_leaf_Zn_per_dry_mass'^^[xsd:string]
<https://github.com/traitecoevo/APD/0000152>,<https://w3id.org/iadopt/ont/hasContextObject>,<http://purl.obolibrary.org/obo/PO_0025034>
<https://github.com/traitecoevo/APD/0000152>,<http://ecoinformatics.org/oboe/oboe.1.2/oboe-core.owl#MeasuredCharacteristic>,<http://purl.obolibrary.org/obo/PATO_0000125>
<https://github.com/traitecoevo/APD/0000152>,<http://ecoinformatics.org/oboe/oboe.1.2/oboe-core.owl#MeasuredCharacteristic>,<http://purl.dataone.org/odo/ECSO_00000619>
<https://github.com/traitecoevo/APD/0000152>,<http://ecoinformatics.org/oboe/oboe.1.2/oboe-core.owl#MeasuredCharacteristic>,<http://purl.obolibrary.org/obo/PATO_0001470>
<https://github.com/traitecoevo/APD/0000152>,<http://semanticscience.org/resource/SIO_000147>,<http://purl.obolibrary.org/obo/CHEBI_27363>
<https://github.com/traitecoevo/APD/0000152>,<http://semanticscience.org/resource/SIO_000147>,<http://purl.obolibrary.org/obo/PATO_0001487>
<https://github.com/traitecoevo/APD/0000152>,<http://semanticscience.org/resource/SIO_000147>,<http://purl.obolibrary.org/obo/CHEBI_27027>
<https://github.com/traitecoevo/APD/0000152>,<http://semanticscience.org/resource/SIO_000147>,<http://purl.obolibrary.org/obo/ENVO_01000628>
<https://github.com/traitecoevo/APD/0000152>,<http://www.w3.org/2004/02/skos/core#exactMatch>,'Litter zinc content per litter dry mass [TOP601] (https://top-thesaurus.org/index)'^^[xsd:string]
<https://github.com/traitecoevo/APD/0000152>,<http://www.w3.org/2004/02/skos/core#exactMatch>,'Litter (leaf) zinc (Zn) content per leaf litter dry mass [TRY:962] (https://www.try-db.org/de/de.php)'^^[xsd:string]
<https://github.com/traitecoevo/APD/0022012>,<http://www.w3.org/2004/02/skos/core#altLabel>,'leaf_N_resorption'^^[xsd:string]
<https://github.com/traitecoevo/APD/0022012>,<http://www.w3.org/2000/01/rdf-schema#label>,'Leaf nitrogen resorption'^^[xsd:string]
<https://github.com/traitecoevo/APD/0022012>,<http://purl.org/dc/terms/description>,"'A leaf [PO:0025034] nutrient recycling trait which is one minus the ratio [PATO:0001470] of leaf nitrogen [CHEBI:25555] content in a senescent [PATO:0001487] leaf (leaf litter [ENVO:01000628]) to leaf nitrogen content in a live [PATO:0001421] leaf, indicating how much nitrogen is resorbed [NCIT:C93204] from the senescent leaf before it is shed.'@en"
<https://github.com/traitecoevo/APD/0022012>,<http://www.w3.org/2004/02/skos/core#inScheme>,'https://github.com/traitecoevo/APD'^^[xsd:string]
<https://github.com/traitecoevo/APD/0022012>,<http://terminologies.gfbio.org/terms/ETS/valueType>,<http://purl.obolibrary.org/obo/STATO_0000251>
<https://github.com/traitecoevo/APD/0022012>,<http://terminologies.gfbio.org/terms/ETS/minAllowedValue>,'-1.1'^^[xsd:double]
<https://github.com/traitecoevo/APD/0022012>,<http://terminologies.gfbio.org/terms/ETS/maxAllowedValue>,'1'^^[xsd:double]
<https://github.com/traitecoevo/APD/0022012>,<http://terminologies.gfbio.org/terms/ETS/expectedUnit>,'mg/mg'^^[xsd:string]
<https://github.com/traitecoevo/APD/0022012>,<https://w3id.org/uom/UCUM_code>,'mg/mg'^^[xsd:string]
<https://github.com/traitecoevo/APD/0022012>,<http://terminologies.gfbio.org/terms/ETS/expectedUnit>,<https://w3id.org/uom/mg.mg-1>
<https://github.com/traitecoevo/APD/0022012>,<http://www.w3.org/2004/02/skos/core#broader>,<https://github.com/traitecoevo/APD/0022002>
<https://github.com/traitecoevo/APD/0022012>,<http://purl.org/dc/terms/created>,'14/07/2021'^^[xsd:date]
<https://github.com/traitecoevo/APD/0022012>,<http://www.w3.org/2004/02/skos/core#changeNote>,'resorption_leaf_N'^^[xsd:string]
<https://github.com/traitecoevo/APD/0022012>,<https://w3id.org/iadopt/ont/hasContextObject>,<http://purl.obolibrary.org/obo/PO_0025034>
<https://github.com/traitecoevo/APD/0022012>,<http://ecoinformatics.org/oboe/oboe.1.2/oboe-core.owl#MeasuredCharacteristic>,<http://purl.obolibrary.org/obo/PATO_0000125>
<https://github.com/traitecoevo/APD/0022012>,<http://ecoinformatics.org/oboe/oboe.1.2/oboe-core.owl#MeasuredCharacteristic>,<http://purl.dataone.org/odo/ECSO_00000619>
<https://github.com/traitecoevo/APD/0022012>,<http://ecoinformatics.org/oboe/oboe.1.2/oboe-core.owl#MeasuredCharacteristic>,<http://purl.obolibrary.org/obo/PATO_0001470>
<https://github.com/traitecoevo/APD/0022012>,<http://ecoinformatics.org/oboe/oboe.1.2/oboe-core.owl#MeasuredCharacteristic>,<http://purl.obolibrary.org/obo/STATO_0000300>
<https://github.com/traitecoevo/APD/0022012>,<http://semanticscience.org/resource/SIO_000147>,<http://purl.obolibrary.org/obo/CHEBI_25555>
<https://github.com/traitecoevo/APD/0022012>,<http://semanticscience.org/resource/SIO_000147>,<http://purl.obolibrary.org/obo/PATO_0001487>
<https://github.com/traitecoevo/APD/0022012>,<http://semanticscience.org/resource/SIO_000147>,<http://purl.obolibrary.org/obo/NCIT_C93204>
<https://github.com/traitecoevo/APD/0022012>,<http://semanticscience.org/resource/SIO_000147>,<http://purl.obolibrary.org/obo/ENVO_01000628>
<https://github.com/traitecoevo/APD/0022012>,<http://semanticscience.org/resource/SIO_000147>,<http://purl.obolibrary.org/obo/CHEBI_33937>
<https://github.com/traitecoevo/APD/0022013>,<http://www.w3.org/2004/02/skos/core#altLabel>,'leaf_P_resorption'^^[xsd:string]
<https://github.com/traitecoevo/APD/0022013>,<http://www.w3.org/2000/01/rdf-schema#label>,'Leaf phosphorus resorption'^^[xsd:string]
<https://github.com/traitecoevo/APD/0022013>,<http://purl.org/dc/terms/description>,"'A leaf [PO:0025034] nutrient recycling trait which is one minus the ratio [PATO:0001470] of leaf phosphorus [CHEBI:28659] content in a senescent [PATO:0001487] leaf (leaf litter [ENVO:01000628]) to leaf phosphorus content in a live [PATO:0001421] leaf, indicating how much phosphorus is resorbed [NCIT:C93204] from the senescent leaf before it is shed.'@en"
