label,scheme,traitID
Leaf potassium content per leaf area,http://top-thesaurus.org/trait#,TOP483
Litter manganese content per litter dry mass,http://top-thesaurus.org/trait#,TOP592
Coarse woody debris hemicellulose content per coarse woody debris dry mass trait,http://top-thesaurus.org/trait#,TOP906
Pleiocorm,http://top-thesaurus.org/trait#,TOP157
Plant population floristic zone,http://top-thesaurus.org/trait#,TOP266
Coarse root iron content per coarse root dry mass,http://top-thesaurus.org/trait#,TOP399
Leaf silicon content per leaf area,http://top-thesaurus.org/trait#,TOP484
Facultative autogamous plant,http://top-thesaurus.org/trait#,TOP133
Flower color,http://top-thesaurus.org/trait#,TOP242
Bark calcium content per bark dry mass,http://top-thesaurus.org/trait#,TOP375
Animal hoarding dispersed plant,http://top-thesaurus.org/trait#,TOP351
Litter molybdenum content per litter dry mass,http://top-thesaurus.org/trait#,TOP593
Leaf sodium content per leaf dry mass,http://top-thesaurus.org/trait#,TOP460
Semi woody,http://top-thesaurus.org/trait#,TOP709
Cotyledon cellulose content per cotyledon dry mass,http://top-thesaurus.org/trait#,TOP818
Fourth order fine root sugar content per dry mass,http://top-thesaurus.org/trait#,TOP927
Absorptive fine root hemicellulose content per dry mass,http://top-thesaurus.org/trait#,TOP903
Alpine distributed plant species,http://top-thesaurus.org/trait#,TOP178
Coarse root chlorine content per coarse root dry mass,http://top-thesaurus.org/trait#,TOP396
Runner shoot with bulbous tip,http://top-thesaurus.org/trait#,TOP154
Stomata density adaxial,http://top-thesaurus.org/trait#,TOP372
Leaf nitrogen content per leaf area,http://top-thesaurus.org/trait#,TOP481
Litter iron content per litter dry mass,http://top-thesaurus.org/trait#,TOP590
Allogamous plant,http://top-thesaurus.org/trait#,TOP130
Leaf cellulose content per leaf dry mass,http://top-thesaurus.org/trait#,TOP819
Absorptive fine root sugar content per dry mass,http://top-thesaurus.org/trait#,TOP928
Transport fine root hemicellulose content per dry mass,http://top-thesaurus.org/trait#,TOP904
Plant population altitudinal range,http://top-thesaurus.org/trait#,TOP179
Bulbil shoot,http://top-thesaurus.org/trait#,TOP155
Coarse root cobalt content per coarse root dry mass,http://top-thesaurus.org/trait#,TOP397
Facultative allogamous plant,http://top-thesaurus.org/trait#,TOP131
Long-leaved leaf,http://top-thesaurus.org/trait#,TOP240
Litter magnesium content per litter dry mass,http://top-thesaurus.org/trait#,TOP591
Bark aluminium content per bark dry mass,http://top-thesaurus.org/trait#,TOP373
Leaf phosphorus content per leaf area,http://top-thesaurus.org/trait#,TOP482
Third order fine root hemicellulose content per dry mass,http://top-thesaurus.org/trait#,TOP901
Stem wood cellulose content per stem wood dry mass,http://top-thesaurus.org/trait#,TOP816
Woody,http://top-thesaurus.org/trait#,TOP707
Third order fine root  diameter,http://top-thesaurus.org/trait#,TOP949
Second order fine root sugar content per per dry mass,http://top-thesaurus.org/trait#,TOP925
Montane distributed plant species,http://top-thesaurus.org/trait#,TOP176
Coarse root calcium content per coarse root dry mass,http://top-thesaurus.org/trait#,TOP394
Runner-like rhizome,http://top-thesaurus.org/trait#,TOP152
Wood specific gravity,http://top-thesaurus.org/trait#,TOP285
Stomata density trait,http://top-thesaurus.org/trait#,TOP370
Fourth order fine root hemicellulose content per dry mass,http://top-thesaurus.org/trait#,TOP902
Branch wood cellulose content per branch wood dry mass,http://top-thesaurus.org/trait#,TOP817
Non woody,http://top-thesaurus.org/trait#,TOP708
Third order fine root sugar content per dry mass,http://top-thesaurus.org/trait#,TOP926
Subalpine distributed plant species,http://top-thesaurus.org/trait#,TOP177
Stem specific density,http://top-thesaurus.org/trait#,TOP286
Assimilating shoot,http://top-thesaurus.org/trait#,TOP153
Coarse root carbon content per coarse root dry mass,http://top-thesaurus.org/trait#,TOP395
Leaf nickel content per leaf area,http://top-thesaurus.org/trait#,TOP480
Stomata density abaxial,http://top-thesaurus.org/trait#,TOP371
Overwintering green,http://top-thesaurus.org/trait#,TOP705
Bark lignin content per bark dry mass,http://top-thesaurus.org/trait#,TOP838
Fine root sugar content per fine root dry mass,http://top-thesaurus.org/trait#,TOP923
Wood aluminium content per wood dry mass trait,http://top-thesaurus.org/trait#,TOP729
Stem cellulose content per stem dry mass,http://top-thesaurus.org/trait#,TOP814
Fine root diameter,http://top-thesaurus.org/trait#,TOP947
Lowland distributed plant species,http://top-thesaurus.org/trait#,TOP174
Coarse root aluminium content per coarse root dry mass,http://top-thesaurus.org/trait#,TOP392
Runner shoot,http://top-thesaurus.org/trait#,TOP150
Bark thickness,http://top-thesaurus.org/trait#,TOP283
Wood cellulose content per wood dry mass trait,http://top-thesaurus.org/trait#,TOP815
Fine root sugar content per fine root dry mass,http://top-thesaurus.org/trait#,TOP924
Woodiness,http://top-thesaurus.org/trait#,TOP706
Stem lignin content per stem dry mass,http://top-thesaurus.org/trait#,TOP839
Second order fine root hemicellulose content per per dry mass,http://top-thesaurus.org/trait#,TOP900
Second order fine root diameter,http://top-thesaurus.org/trait#,TOP948
Wood density,http://top-thesaurus.org/trait#,TOP284
Colline distributed plant species,http://top-thesaurus.org/trait#,TOP175
Runner shoot with tuberous tip,http://top-thesaurus.org/trait#,TOP151
Coarse root boron content per coarse root dry mass,http://top-thesaurus.org/trait#,TOP393
Root sulfur content per root dry mass trait,http://top-thesaurus.org/trait#,TOP727
Stem wood silicon content per stem wood dry mass,http://top-thesaurus.org/trait#,TOP618
Coarse root diameter,http://top-thesaurus.org/trait#,TOP945
Plant calcium content per plant dry mass,http://top-thesaurus.org/trait#,TOP509
Root sugar content per root dry mass trait,http://top-thesaurus.org/trait#,TOP921
Branch cellulose content per branch dry mass,http://top-thesaurus.org/trait#,TOP812
Spring green,http://top-thesaurus.org/trait#,TOP703
Shoot lignin content per shoot dry mass,http://top-thesaurus.org/trait#,TOP836
Plant leaf lamina mass per area,http://top-thesaurus.org/trait#,TOP83
Leaf sugar content per leaf area,http://top-thesaurus.org/trait#,TOP920
Root tuber,http://top-thesaurus.org/trait#,TOP172
Bark sulfur content per bark dry mass,http://top-thesaurus.org/trait#,TOP390
Branch lignin content per branch dry mass,http://top-thesaurus.org/trait#,TOP837
Fine root diameter,http://top-thesaurus.org/trait#,TOP946
Root zinc content per root dry mass trait,http://top-thesaurus.org/trait#,TOP728
Coarse root sugar content per coarse root dry mass,http://top-thesaurus.org/trait#,TOP922
Stem wood sulfur content per stem wood dry mass,http://top-thesaurus.org/trait#,TOP619
Bark cellulose content per bark dry mass,http://top-thesaurus.org/trait#,TOP813
Plant leaf mass per area,http://top-thesaurus.org/trait#,TOP82
Summer green,http://top-thesaurus.org/trait#,TOP704
Plant species altitudinal range,http://top-thesaurus.org/trait#,TOP173
Bark density,http://top-thesaurus.org/trait#,TOP282
Bark zinc content per bark dry mass,http://top-thesaurus.org/trait#,TOP391
Coarse woody debris boron content per coarse woody debris dry mass trait,http://top-thesaurus.org/trait#,TOP749
Plant aluminium content per plant dry mass,http://top-thesaurus.org/trait#,TOP507
Specific transport fine root length,http://top-thesaurus.org/trait#,TOP943
Deciduous,http://top-thesaurus.org/trait#,TOP701
Litter cellulose content per litter dry mass,http://top-thesaurus.org/trait#,TOP834
Root potassium content per root dry mass trait,http://top-thesaurus.org/trait#,TOP725
Stem wood phosphorus content per stem wood dry mass,http://top-thesaurus.org/trait#,TOP616
Branch coarse woody debris lignin content per branch coarse woody debris dry mass,http://top-thesaurus.org/trait#,TOP858
Plant leaf mass per area trait,http://top-thesaurus.org/trait#,TOP81
Phenology,http://top-thesaurus.org/trait#,TOP700
Specific absorptive fine root length,http://top-thesaurus.org/trait#,TOP942
Succulent plant,http://top-thesaurus.org/trait#,TOP170
Plant boron content per plant dry mass,http://top-thesaurus.org/trait#,TOP508
Stem wood potassium content per stem wood dry mass,http://top-thesaurus.org/trait#,TOP617
Litter lignin content per litter dry mass,http://top-thesaurus.org/trait#,TOP859
Root diameter trait,http://top-thesaurus.org/trait#,TOP944
Shoot cellulose content per shoot dry mass,http://top-thesaurus.org/trait#,TOP811
Evergreen,http://top-thesaurus.org/trait#,TOP702
Plant lignin content per plant dry mass,http://top-thesaurus.org/trait#,TOP835
Root silicon content per root dry mass trait,http://top-thesaurus.org/trait#,TOP726
Plant specific leaf lamina area,http://top-thesaurus.org/trait#,TOP80
Plant cellulose content per plant dry mass,http://top-thesaurus.org/trait#,TOP810
Thickened lateral root,http://top-thesaurus.org/trait#,TOP171
Leaf area ratio trait,http://top-thesaurus.org/trait#,TOP87
Root nitrogen content per root dry mass trait,http://top-thesaurus.org/trait#,TOP723
Petiole dry mass,http://top-thesaurus.org/trait#,TOP63
Coarse woody debris lignin content per coarse woody debris dry mass trait,http://top-thesaurus.org/trait#,TOP856
Stem wood nickel content per stem wood dry mass,http://top-thesaurus.org/trait#,TOP614
Wood zinc content per wood dry mass trait,http://top-thesaurus.org/trait#,TOP747
Stem sulfur content per stem dry mass,http://top-thesaurus.org/trait#,TOP505
Coarse woody debris cellulose content per coarse woody debris dry mass trait,http://top-thesaurus.org/trait#,TOP831
Root nickel content per root dry mass trait,http://top-thesaurus.org/trait#,TOP722
Specific  third order fine root length,http://top-thesaurus.org/trait#,TOP940
Leaf lamina mass ratio,http://top-thesaurus.org/trait#,TOP86
Petiole fresh mass,http://top-thesaurus.org/trait#,TOP62
Branch coarse woody debris cellulose content per branch coarse woody debris dry mass,http://top-thesaurus.org/trait#,TOP833
Root phosphorus content per root dry mass trait,http://top-thesaurus.org/trait#,TOP724
Stem zinc content per stem dry mass,http://top-thesaurus.org/trait#,TOP506
Stem wood nitrogen content per stem wood dry mass,http://top-thesaurus.org/trait#,TOP615
Stem coarse woody debris lignin content per stem coarse woody debris dry mass,http://top-thesaurus.org/trait#,TOP857
Coarse woody debris aluminium content per coarse woody debris dry mass trait,http://top-thesaurus.org/trait#,TOP748
Stem coarse woody debris cellulose content per stem coarse woody debris dry mass,http://top-thesaurus.org/trait#,TOP832
Specific fourth order fine root length,http://top-thesaurus.org/trait#,TOP941
Mostly self incompatible plant,http://top-thesaurus.org/trait#,TOP309
Absorptive fine root lipid content per dry mass,http://top-thesaurus.org/trait#,TOP878
Wood silicon content per wood dry mass trait,http://top-thesaurus.org/trait#,TOP745
Stem potassium content per stem dry mass,http://top-thesaurus.org/trait#,TOP503
Leaf mass ratio,http://top-thesaurus.org/trait#,TOP85
Branch iron content per branch dry mass,http://top-thesaurus.org/trait#,TOP418
Deep shade,http://top-thesaurus.org/trait#,TOP769
Petiole volume,http://top-thesaurus.org/trait#,TOP61
Root molybdenum content per root dry mass trait,http://top-thesaurus.org/trait#,TOP720
Stem phosphorus content per stem dry mass,http://top-thesaurus.org/trait#,TOP502
Stem wood manganese content per stem wood dry mass,http://top-thesaurus.org/trait#,TOP611
Absorptive fine root lignin content per dry mass,http://top-thesaurus.org/trait#,TOP853
Wood potassium content per wood dry mass trait,http://top-thesaurus.org/trait#,TOP744
Transport fine root lipid content per dry mass,http://top-thesaurus.org/trait#,TOP879
Branch magnesium content per branch dry mass,http://top-thesaurus.org/trait#,TOP419
Leaf mass ratio trait,http://top-thesaurus.org/trait#,TOP84
Stem silicon content per stem dry mass,http://top-thesaurus.org/trait#,TOP504
Stem wood sodium content per stem wood dry mass,http://top-thesaurus.org/trait#,TOP613
Seed lignin content per seed dry mass,http://top-thesaurus.org/trait#,TOP855
Wood sulfur content per wood dry mass trait,http://top-thesaurus.org/trait#,TOP746
Petiole area,http://top-thesaurus.org/trait#,TOP60
Seed cellulose content per seed dry mass,http://top-thesaurus.org/trait#,TOP830
Root sodium content per root dry mass trait,http://top-thesaurus.org/trait#,TOP721
Stem wood molybdenum content per stem wood dry mass,http://top-thesaurus.org/trait#,TOP612
Transport fine root lignin content per dry mass,http://top-thesaurus.org/trait#,TOP854
Petiole density,http://top-thesaurus.org/trait#,TOP67
Leaflet lamina dry mass,http://top-thesaurus.org/trait#,TOP43
Self compatible plant,http://top-thesaurus.org/trait#,TOP307
Branch cobalt content per branch dry mass,http://top-thesaurus.org/trait#,TOP416
Altitudinal range,http://top-thesaurus.org/trait#,TOP767
Plant zinc content per plant dry mass,http://top-thesaurus.org/trait#,TOP525
Stem coarse woody debris zinc content per stem coarse woody debris dry mass,http://top-thesaurus.org/trait#,TOP658
Fine root chlorine content per fine root dry mass,http://top-thesaurus.org/trait#,TOP549
Third order fine root lignin content per dry mass,http://top-thesaurus.org/trait#,TOP851
Stem nickel content per stem dry mass,http://top-thesaurus.org/trait#,TOP500
Wood nitrogen content per wood dry mass trait,http://top-thesaurus.org/trait#,TOP742
Plant sulfur content per plant dry mass,http://top-thesaurus.org/trait#,TOP524
Coarse woody debris zinc content per coarse woody debris dry mass trait,http://top-thesaurus.org/trait#,TOP766
Second order fine root lipid content per per dry mass,http://top-thesaurus.org/trait#,TOP875
Petiole dry matter content,http://top-thesaurus.org/trait#,TOP66
Leaflet dry mass,http://top-thesaurus.org/trait#,TOP42
Fourth order fine root lipid content per dry mass,http://top-thesaurus.org/trait#,TOP877
Frost tolerance,http://top-thesaurus.org/trait#,TOP768
Mostly self compatible plant,http://top-thesaurus.org/trait#,TOP308
Branch coarse woody debris aluminium content per branch coarse woody debris dry mass,http://top-thesaurus.org/trait#,TOP659
Branch copper content per branch dry mass,http://top-thesaurus.org/trait#,TOP417
Stem wood magnesium content per stem wood dry mass,http://top-thesaurus.org/trait#,TOP610
Fourth order fine root lignin content per dry mass,http://top-thesaurus.org/trait#,TOP852
Wood phosphorus content per wood dry mass trait,http://top-thesaurus.org/trait#,TOP743
Stem nitrogen content per stem dry mass,http://top-thesaurus.org/trait#,TOP501
Third order fine root lipid content per dry mass,http://top-thesaurus.org/trait#,TOP876
Leaf lamina area ratio,http://top-thesaurus.org/trait#,TOP89
Petiole mass per area,http://top-thesaurus.org/trait#,TOP65
Polyhemerobic,http://top-thesaurus.org/trait#,TOP789
Homogamous plant,http://top-thesaurus.org/trait#,TOP329
Cotyledon magnesium content per cotyledon dry mass,http://top-thesaurus.org/trait#,TOP438
Fine root calcium content per fine root dry mass,http://top-thesaurus.org/trait#,TOP547
Leaf lamina dry mass,http://top-thesaurus.org/trait#,TOP41
Male steril plant,http://top-thesaurus.org/trait#,TOP305
Plant potassium content per plant dry mass,http://top-thesaurus.org/trait#,TOP522
Trimonoecious plant,http://top-thesaurus.org/trait#,TOP304
Coarse woody debris silicon content per coarse woody debris dry mass trait,http://top-thesaurus.org/trait#,TOP764
Fine root boron content per fine root dry mass,http://top-thesaurus.org/trait#,TOP546
Stem coarse woody debris potassium content per stem coarse woody debris dry mass,http://top-thesaurus.org/trait#,TOP655
Branch calcium content per branch dry mass,http://top-thesaurus.org/trait#,TOP413
Alpha euhemerobic,http://top-thesaurus.org/trait#,TOP788
Coarse root hemicellulose content per coarse root dry mass,http://top-thesaurus.org/trait#,TOP897
Wood sodium content per wood dry mass trait,http://top-thesaurus.org/trait#,TOP740
Fine root lipid content per fine root dry mass,http://top-thesaurus.org/trait#,TOP873
Leaf area ratio,http://top-thesaurus.org/trait#,TOP88
Specific petiole area,http://top-thesaurus.org/trait#,TOP64
Fine root hemicellulose content per fine root dry mass,http://top-thesaurus.org/trait#,TOP899
Fine root carbon content per fine root dry mass,http://top-thesaurus.org/trait#,TOP548
Leaf dry mass,http://top-thesaurus.org/trait#,TOP40
Stem coarse woody debris sulfur content per stem coarse woody debris dry mass,http://top-thesaurus.org/trait#,TOP657
Branch chlorine content per branch dry mass,http://top-thesaurus.org/trait#,TOP415
Plant self incompatibility type,http://top-thesaurus.org/trait#,TOP306
Cotyledon manganese content per cotyledon dry mass,http://top-thesaurus.org/trait#,TOP439
Wood nickel content per wood dry mass trait,http://top-thesaurus.org/trait#,TOP741
Branch carbon content per branch dry mass,http://top-thesaurus.org/trait#,TOP414
Coarse woody debris sulfur content per coarse woody debris dry mass trait,http://top-thesaurus.org/trait#,TOP765
Plant silicon content per plant dry mass,http://top-thesaurus.org/trait#,TOP523
Stem coarse woody debris silicon content per stem coarse woody debris dry mass,http://top-thesaurus.org/trait#,TOP656
Fine root hemicellulose content per fine root dry mass,http://top-thesaurus.org/trait#,TOP898
Fine root lipid content per fine root dry mass,http://top-thesaurus.org/trait#,TOP874
Second order fine root lignin content per per dry mass,http://top-thesaurus.org/trait#,TOP850
Leaf relative water content,http://top-thesaurus.org/trait#,TOP47
Leaf midvein thickness,http://top-thesaurus.org/trait#,TOP23
Germinule fresh mass,http://top-thesaurus.org/trait#,TOP109
Seed cobalt content per seed dry mass,http://top-thesaurus.org/trait#,TOP569
Protogynous plant,http://top-thesaurus.org/trait#,TOP327
Hydrophyte,http://top-thesaurus.org/trait#,TOP218
Stem coarse woody debris nitrogen content per stem coarse woody debris dry mass,http://top-thesaurus.org/trait#,TOP653
Pronounced protogynous plant,http://top-thesaurus.org/trait#,TOP326
Branch aluminium content per branch dry mass,http://top-thesaurus.org/trait#,TOP411
Mesohemerobic,http://top-thesaurus.org/trait#,TOP786
Root lipid content per root dry mass trait,http://top-thesaurus.org/trait#,TOP871
Seed chlorine content per seed dry mass,http://top-thesaurus.org/trait#,TOP568
Branch coarse woody debris zinc content per branch coarse woody debris dry mass,http://top-thesaurus.org/trait#,TOP677
Androdioecious plant,http://top-thesaurus.org/trait#,TOP302
Cotyledon cobalt content per cotyledon dry mass,http://top-thesaurus.org/trait#,TOP435
Plant nitrogen content per plant dry mass,http://top-thesaurus.org/trait#,TOP520
Coarse woody debris phosphorus content per coarse woody debris dry mass trait,http://top-thesaurus.org/trait#,TOP762
Leaf hemicellulose content per leaf area,http://top-thesaurus.org/trait#,TOP895
Leaf lamina dry matter content,http://top-thesaurus.org/trait#,TOP46
Leaf lamina thickness excluding midvein,http://top-thesaurus.org/trait#,TOP22
Geophyte,http://top-thesaurus.org/trait#,TOP219
Shoot boron content per shoot dry mass,http://top-thesaurus.org/trait#,TOP679
Cotyledon iron content per cotyledon dry mass,http://top-thesaurus.org/trait#,TOP437
Slightly protogynous plant,http://top-thesaurus.org/trait#,TOP328
Coarse woody debris potassium content per coarse woody debris dry mass trait,http://top-thesaurus.org/trait#,TOP763
Coarse root lipid content per coarse root dry mass,http://top-thesaurus.org/trait#,TOP872
Trioecious plant,http://top-thesaurus.org/trait#,TOP303
Branch boron content per branch dry mass,http://top-thesaurus.org/trait#,TOP412
Stem coarse woody debris phosphorus content per stem coarse woody debris dry mass,http://top-thesaurus.org/trait#,TOP654
Plant phosphorus content per plant dry mass,http://top-thesaurus.org/trait#,TOP521
Beta euhemerobic,http://top-thesaurus.org/trait#,TOP787
Cotyledon copper content per cotyledon dry mass,http://top-thesaurus.org/trait#,TOP436
Fine root aluminium content per fine root dry mass,http://top-thesaurus.org/trait#,TOP545
Shoot aluminium content per shoot dry mass,http://top-thesaurus.org/trait#,TOP678
Root hemicellulose content per root dry mass trait,http://top-thesaurus.org/trait#,TOP896
Stem and branch trait,http://top-thesaurus.org/trait#,TOP8
Plant height vegetative,http://top-thesaurus.org/trait#,TOP69
Leaf dry matter content,http://top-thesaurus.org/trait#,TOP45
Leaf lamina thickness,http://top-thesaurus.org/trait#,TOP21
Animals internal dispersed plant,http://top-thesaurus.org/trait#,TOP349
Seed fresh mass,http://top-thesaurus.org/trait#,TOP107
Seed calcium content per seed dry mass,http://top-thesaurus.org/trait#,TOP566
Branch coarse woody debris silicon content per branch coarse woody debris dry mass,http://top-thesaurus.org/trait#,TOP675
Dispersule fresh mass trait,http://top-thesaurus.org/trait#,TOP106
Pseudophanerophyte,http://top-thesaurus.org/trait#,TOP215
Cotyledon carbon content per cotyledon dry mass,http://top-thesaurus.org/trait#,TOP433
Cotyledon hemicellulose content per cotyledon dry mass,http://top-thesaurus.org/trait#,TOP893
Anemochory,http://top-thesaurus.org/trait#,TOP348
Environmental tolerance,http://top-thesaurus.org/trait#,TOP699
Heterostylous flower,http://top-thesaurus.org/trait#,TOP324
Leaf magnesium content per leaf dry mass,http://top-thesaurus.org/trait#,TOP457
Coarse woody debris nickel content per coarse woody debris dry mass trait,http://top-thesaurus.org/trait#,TOP760
Gynodioecious plant,http://top-thesaurus.org/trait#,TOP300
Stem coarse woody debris sodium content per stem coarse woody debris dry mass,http://top-thesaurus.org/trait#,TOP651
Ahemerobic,http://top-thesaurus.org/trait#,TOP784
Flower and dispersule trait,http://top-thesaurus.org/trait#,TOP7
Litter and coarse woody debris trait,http://top-thesaurus.org/trait#,TOP9
Plant height trait,http://top-thesaurus.org/trait#,TOP68
Leaf dry matter content trait,http://top-thesaurus.org/trait#,TOP44
Leaf thickness,http://top-thesaurus.org/trait#,TOP20
Leaf molybdenum content per leaf dry mass,http://top-thesaurus.org/trait#,TOP459
Fruit fresh mass,http://top-thesaurus.org/trait#,TOP108
Hemicryptophyte,http://top-thesaurus.org/trait#,TOP217
Plant dichogamy type,http://top-thesaurus.org/trait#,TOP325
Cotyledon chlorine content per cotyledon dry mass,http://top-thesaurus.org/trait#,TOP434
Oligohemerobic,http://top-thesaurus.org/trait#,TOP785
Leaf hemicellulose content per leaf dry mass,http://top-thesaurus.org/trait#,TOP894
Chamaephyte,http://top-thesaurus.org/trait#,TOP216
Branch coarse woody debris sulfur content per branch coarse woody debris dry mass,http://top-thesaurus.org/trait#,TOP676
Leaf lipid content per leaf area,http://top-thesaurus.org/trait#,TOP870
Leaf manganese content per leaf dry mass,http://top-thesaurus.org/trait#,TOP458
Andromonoecious plant,http://top-thesaurus.org/trait#,TOP301
Seed carbon content per seed dry mass,http://top-thesaurus.org/trait#,TOP567
Coarse root zinc content per coarse root dry mass,http://top-thesaurus.org/trait#,TOP410
Coarse woody debris nitrogen content per coarse woody debris dry mass trait,http://top-thesaurus.org/trait#,TOP761
Stem coarse woody debris nickel content per stem coarse woody debris dry mass,http://top-thesaurus.org/trait#,TOP652
Leaflet area,http://top-thesaurus.org/trait#,TOP27
Plant generative reproduction type,http://top-thesaurus.org/trait#,TOP129
Vegetative plant,http://top-thesaurus.org/trait#,TOP128
Bipinnate leaf,http://top-thesaurus.org/trait#,TOP237
Litter cobalt content per litter dry mass,http://top-thesaurus.org/trait#,TOP588
Nitrogen uptake rate per fine root dry mass,http://top-thesaurus.org/trait#,TOP697
Leaf copper content per leaf dry mass,http://top-thesaurus.org/trait#,TOP455
Fruit mass,http://top-thesaurus.org/trait#,TOP104
Nanophanerophyte,http://top-thesaurus.org/trait#,TOP213
Stem wood hemicellulose content per stem wood dry mass,http://top-thesaurus.org/trait#,TOP891
Plant dispersal syndrome,http://top-thesaurus.org/trait#,TOP346
Leaf sodium content per leaf area,http://top-thesaurus.org/trait#,TOP479
Ellenberg  heavy metals value,http://top-thesaurus.org/trait#,TOP782
Distylous flower,http://top-thesaurus.org/trait#,TOP322
Seed aluminium content per seed dry mass,http://top-thesaurus.org/trait#,TOP564
Branch coarse woody debris phosphorus content per branch coarse woody debris dry mass,http://top-thesaurus.org/trait#,TOP673
Cotyledon boron content per cotyledon dry mass,http://top-thesaurus.org/trait#,TOP431
Leaf lamina area,http://top-thesaurus.org/trait#,TOP26
Ensiform leaf,http://top-thesaurus.org/trait#,TOP239
Unassisted dispersed plant,http://top-thesaurus.org/trait#,TOP347
Leaf iron content per leaf dry mass,http://top-thesaurus.org/trait#,TOP456
Germinule mass,http://top-thesaurus.org/trait#,TOP105
Tubular leaf,http://top-thesaurus.org/trait#,TOP238
Seed boron content per seed dry mass,http://top-thesaurus.org/trait#,TOP565
Environmental indicator,http://top-thesaurus.org/trait#,TOP698
Tristylous flower,http://top-thesaurus.org/trait#,TOP323
Branch wood hemicellulose content per branch wood dry mass,http://top-thesaurus.org/trait#,TOP892
Hemiphanerophyte,http://top-thesaurus.org/trait#,TOP214
Litter copper content per litter dry mass,http://top-thesaurus.org/trait#,TOP589
Stem coarse woody debris molybdenum content per stem coarse woody debris dry mass,http://top-thesaurus.org/trait#,TOP650
Cotyledon calcium content per cotyledon dry mass,http://top-thesaurus.org/trait#,TOP432
Hemeroby,http://top-thesaurus.org/trait#,TOP783
Branch coarse woody debris potassium content per branch coarse woody debris dry mass,http://top-thesaurus.org/trait#,TOP674
Specific leaf area trait,http://top-thesaurus.org/trait#,TOP49
Leaf area,http://top-thesaurus.org/trait#,TOP25
Leaf manganese content per leaf area,http://top-thesaurus.org/trait#,TOP477
Generative and vegetative plant,http://top-thesaurus.org/trait#,TOP126
Palmate leaf,http://top-thesaurus.org/trait#,TOP235
Stomatal conductance for h2o,http://top-thesaurus.org/trait#,TOP368
Dispersule mass trait,http://top-thesaurus.org/trait#,TOP102
Phanerophyte,http://top-thesaurus.org/trait#,TOP211
Fine root sulfur content per fine root dry mass,http://top-thesaurus.org/trait#,TOP562
Branch coarse woody debris nickel content per branch coarse woody debris dry mass,http://top-thesaurus.org/trait#,TOP671
Flower is wind or water pollinated flower,http://top-thesaurus.org/trait#,TOP344
Litter carbon content per litter dry mass,http://top-thesaurus.org/trait#,TOP586
Shoot sulfur content per shoot dry mass,http://top-thesaurus.org/trait#,TOP695
Flower heterostyly type,http://top-thesaurus.org/trait#,TOP320
Leaf chlorine content per leaf dry mass,http://top-thesaurus.org/trait#,TOP453
Ellenberg nutrient value,http://top-thesaurus.org/trait#,TOP780
Leaf lamina relative water content,http://top-thesaurus.org/trait#,TOP48
Leaf area trait,http://top-thesaurus.org/trait#,TOP24
Leaf molybdenum content per leaf area,http://top-thesaurus.org/trait#,TOP478
Stomatal conductance for co2,http://top-thesaurus.org/trait#,TOP369
Litter chlorine content per litter dry mass,http://top-thesaurus.org/trait#,TOP587
Mostly vegetative plant,http://top-thesaurus.org/trait#,TOP127
Animal pollinated flower,http://top-thesaurus.org/trait#,TOP345
Seed mass,http://top-thesaurus.org/trait#,TOP103
Pinnate leaf,http://top-thesaurus.org/trait#,TOP236
Homostylous flower,http://top-thesaurus.org/trait#,TOP321
Cotyledon aluminium content per cotyledon dry mass,http://top-thesaurus.org/trait#,TOP430
Ellenberg reaction value,http://top-thesaurus.org/trait#,TOP781
Macrophanerophyte,http://top-thesaurus.org/trait#,TOP212
Branch coarse woody debris nitrogen content per branch coarse woody debris dry mass,http://top-thesaurus.org/trait#,TOP672
Leaf cobalt content per leaf dry mass,http://top-thesaurus.org/trait#,TOP454
Fine root zinc content per fine root dry mass,http://top-thesaurus.org/trait#,TOP563
Shoot zinc content per shoot dry mass,http://top-thesaurus.org/trait#,TOP696
Wood hemicellulose content per wood dry mass trait,http://top-thesaurus.org/trait#,TOP890
Stem sodium content per stem dry mass,http://top-thesaurus.org/trait#,TOP499
Shoot metamorphosis,http://top-thesaurus.org/trait#,TOP148
Generative plant,http://top-thesaurus.org/trait#,TOP124
Pinnatifid leaf,http://top-thesaurus.org/trait#,TOP233
Litter boron content per litter dry mass,http://top-thesaurus.org/trait#,TOP584
Shoot potassium content per shoot dry mass,http://top-thesaurus.org/trait#,TOP693
Root respiration rate per root dry mass,http://top-thesaurus.org/trait#,TOP366
Leaf calcium content per leaf dry mass,http://top-thesaurus.org/trait#,TOP451
Fruit thickness,http://top-thesaurus.org/trait#,TOP100
Bird pollinated flower,http://top-thesaurus.org/trait#,TOP342
Leaf iron content per leaf area,http://top-thesaurus.org/trait#,TOP475
Fine root potassium content per fine root dry mass,http://top-thesaurus.org/trait#,TOP560
Plant characteristics,http://top-thesaurus.org/trait#,TOP1
Elongated leaf-bearing rhizomatous shoot,http://top-thesaurus.org/trait#,TOP149
Stomatal conductance trait,http://top-thesaurus.org/trait#,TOP367
Mostly generative plant,http://top-thesaurus.org/trait#,TOP125
Slug pollinated flower,http://top-thesaurus.org/trait#,TOP343
Leaf carbon content per leaf dry mass,http://top-thesaurus.org/trait#,TOP452
Fine root silicon content per fine root dry mass,http://top-thesaurus.org/trait#,TOP561
Shoot silicon content per shoot dry mass,http://top-thesaurus.org/trait#,TOP694
Germinule thickness,http://top-thesaurus.org/trait#,TOP101
